SMILES,HOMO,LUMO,S1,SI
FC1=CC=CC(=C1C1N=CC2=C(C=1)N(C1=CC=CC3=C1SC1=C3C=CC=C1)C1=C3B2C2SC4=C(C=2N(C3=CC(=C1)N1C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=CC2=C1C1C=CC=CC=1C1C2=CC=CC=1)C=CC=C4)F,-5.305951,-1.8275176,2.696,3.0358
CC(C1=CC=C(C=C1)N1C2C=C(C=CC=2B2C3=C1C=CC=C3N(C1=C2C2OC3C(C=2C(=C1)C1C=CC(=CC=1)C(C)(C)C)=CC=CC=3)C1=CC=C(C=C1)C(C)(C)C)N(C1C=CC(=CC=1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)(C)C,-4.7941046,-1.3812506,2.5856,2.9184
CC(C1C=CC=C(C=1)N1C(=NC2C1=CC1=C(C=2)B2C3=C(N1C1=CC=CC4=C1C1C=CC=CC=1N4C1C=CC=CC=1)C=CC=C3N(C1=C2SC2=C1C=CC=C2)C1=CC=CC(=C1)C(C)(C)C)C1=CC=C2C(=C1)C1=CC=CC=C1O2)(C)C,-4.6779118,-1.4008429,2.6209,2.8646
C1=CC=C(C=C1)N(C1=CC=C2C(=C1)B(C1C=CC(=CC=1)N(C1C=CC=CC=1)C1=CC=CC=C1)C1C2=CC2=C(C=1)C1=C(B2C2C=CC(=CC=2)N(C2=CC=CC=C2)C2C=CC=CC=2)C=C(C=C1)N(C1=CC=CC=C1)C1C=CC=CC=1)C1C=CC=CC=1,-4.864582,-2.76876,1.2214,1.5729
CCC(C1=CC2B3C4C(N5C=2C(=C1)C1=CC(=CC=C51)C(CC)(C)C)=CC=CC=4N1C2C3=CC(=CC=2C2C1=CC=C(C=2)C(CC)(C)C)C(CC)(C)C)(C)C,-5.3862247,-2.0675223,2.7011,2.8151
CC(C1C=CC=C(C=1)N1C(=NC2C1=CC1N(C3=CC=C(C=C3)C(F)(F)F)C3C=CC=C4C=3B(C=1C=2)C1SC2=C(C=1N4C1C=CC=C(C=1)C(C)(C)C)C=CC=C2)C1=CC=C2C(=C1)OC1=C2C=CC=C1)(C)C,-4.876011,-1.718672,2.5309,2.8095
CC(C1C=CC(=CC=1)N1C2C=C(C=CC=2B2C3C1=CC=CC=3N(C1C2=CC=C(C=1)N(C1=CC=C2C(=C1)C1=CC=CC=C1O2)C1C=CC(=CC=1)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)N(C1=CC=C2C(=C1)C1=CC=CC=C1O2)C1C=CC(=CC=1)C(C)(C)C)(C)C,-4.811792,-1.374992,2.82,2.9265
C1=CC=C(C=C1)N1C2=CC=CC3=C2B(C2=C1C=CC=C2)C1=CC=CC=C1N3C1C=CC=CC=1,-5.0833616,-1.4435648,2.8748,3.0972
CC1=CC=C2C(=C1)N(C1=CC=C3C(=C1)OC=C3)C1C3B2C2C=CC(=CC=2N(C=3C=CC=1)C1=CC=C2C(=C1)C=CO2)C,-4.9753323,-1.289004,2.8899,3.1277
CC(C1=CC=C2C(=C1)B1C3SC4=C(C=3N(C3C1=C(N2C1=CC=CC2=C1C1C=CC=CC=1O2)C=C(C=3)N(C1=CC=CC=C1)C1C=CC=CC=1)C1C=CC=C(C=1)C(C)(C)C)C=CC(=C4)N(C1C=CC=CC=1)C1C=CC=CC=1)(C)C,-4.812336,-1.4411157,2.6961,2.9448
CC(C1C=CC=C(C=1)N1C(=NC2C1=CC1N(C3C=C(C=C4C=3B(C=1C=2)C1SC2=C(C=1N4C1=CC=CC(=C1)C(C)(C)C)C=CC=C2)N1C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=CC2=C1C1C=CC=CC=1S2)C1C=CC2=C(C=1)C=CC=C2)(C)C,-4.9448557,-1.7061548,2.6285,2.8673
FC1C=CC=CC=1C1=NC=C2C(=C1)N(C1C=CC=C(C=1)C(C)(C)C)C1=C3B2C2SC4=C(C=2N(C3=CC=C1)C1=CC=C2C(=C1)C1=CC=CC=C1O2)C=CC=C4,-5.115471,-1.7132298,2.5649,2.9722
CC(C1=CC=CC(=C1)N1C2=CC3=C(C=C2B2C4=C1C=CC=C4N(C1=C2SC2=C1C=CC=C2)C1=CC=CC(=C1)C(C)(C)C)N=C(N3C1C=CC=C(C=1)C(C)(C)C)C1=CC=CC2=C1C1C=CC=CC=1S2)(C)C,-4.7516546,-1.468055,2.4712,2.8944
CC1=CC=C2C(=C1)C1=C(S2)B2C3C=CC(=CC=3N(C3=C2C(N1C1=CC=CC(=C1)C(C)(C)C)=CC(=C3)N(C1=CC=CC=C1)C1C=CC=CC=1)C1=CC=C2C(=C1)C1=CC=CC=C1O2)N(C1=CC=CC=C1)C1=CC=CC=C1,-4.8349214,-1.4481907,2.5204,2.9663
CC(C1=CC=CC(=C1)N1C2=CC(=NC=C2B2C3=C1C=CC=C3N(C1=C2SC2=C1C=CC=C2)C1=CC=CC(=C1)C(C)(C)C)C1C=CC=CC=1F)(C)C,-5.0809126,-1.6710521,2.5477,2.9704
CC(C1=CC2OC3=CC(=CC=C3-N3C=2C(=C1)B1C2=C3C=CC=C2N2-C3=CC=C(C=C3OC3C2=C1C=C(C=3)C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C,-4.960638,-1.7652035,2.4529,2.6797
CC1C=CC2=C(C=1)C1=C(S2)B2C3C=CC(=CC=3N(C3C2=C(N1C1C=CC=C(C=1)C(C)(C)C)C=C(C=3)N(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=CC2=C1OC1=C2C=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,-4.8158736,-1.403292,2.5241,2.9849
CC(C1=CC=CC(=C1)N1C2=CC=CC3=C2B(C2=C1C1=CC=CC(=C1S2)N(C1C=CC=CC=1)C1=CC=CC=C1)C1=C(N3C2=CC=C3C(=C2)C2C=CC=CC=2S3)C=C(C=C1)N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.8253975,-1.487103,2.4573,2.9094
CC(C1=CC=C(C=C1)N1C2C=C(C=CC=2B2C3C1=CC(OC1C=CC=CC=1)=CC=3N(C1=C2C=C2C(=C1)OC1C2=CC=CC=1)C1C=CC(=CC=1)C(C)(C)C)N(C1C=CC(=CC=1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)(C)C,-4.6523333,-1.1096809,2.8953,3.0289
CC(C1=CC=C2C(=C1)C1=C3B(N2C2=CC=C(C=C2)C(C)(C)C)C2C=CC=CC=2N2C3=C3C(=C1N1C4C=CC=CC=4C4=C1C=CC=C4)C1C=C(C=CC=1N(B3C1C2=CC=CC=1)C1C=CC(=CC=1)C(C)(C)C)C(C)(C)C)(C)C,-5.087171,-1.7058827,2.5896,2.8412
CC(C1C=CC(=CC=1)N1C2OC=C3C=2B(C2=C1C=CC=C2)C1=C(N3C2C=CC(=CC=2)C(C)(C)C)C=CC=C1)(C)C,-4.785669,-1.2166216,2.3483,2.9587
C1CCC2=C(C1)N1C3=CC=CC4=C3B(C3=C1C2=CC=C3)C1=CC=CC2=C1N4C1CCCCC2=1,-5.3195567,-1.9924188,2.5129,2.8596
CC1C=CC2=C(C=1)B1C3=C(N2C2=CC=C4C(=C2)C=CC=C4)C=C(C=C3N(C2=C1SC1=C2C(=CC=C1)N(C1C=CC=CC=1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)N(C1=CC=CC=C1)C1C=CC=CC=1,-4.9113855,-1.6726848,2.1903,2.7602
CC(C1=CC=C2C(=C1)B1C3C(N2C2=CC=C4C(=C2)C2=CC=CC=C2O4)=CC(=CC=3N(C2=C1SC1=C2C(=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.930978,-1.6835693,2.1891,2.767
CC(C1=CC=C(C=C1)N1C2=CC(N(C3=CC=C4C(=C3)C3=CC=CC=C3O4)C3C=CC4=C(C=3)C3C=CC=CC=3O4)=C3C(=C2B2C4=C1C=CC=C4N(C1=C2C=C2C(=C1)OC1C2=CC=CC=1)C1=CC=C(C=C1)C(C)(C)C)OC1=C3C=CC=C1)(C)C,-4.912746,-1.4756743,2.7728,2.9207
CC(C1C=CC2=C(C=1)B1C3SC4C(C=3N(C3C1=C(N2C1=CC=CC2=C1OC1=C2C=CC=C1)C=C(C=3)N(C1C=CC=CC=1)C1C=CC=CC=1)C1C=CC=C(C=1)C(C)(C)C)=CC=CC=4N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.8539696,-1.453633,2.5093,2.9654
FC1=CC=CC=C1C1N=CC2=C(C=1)N(C1=CC=CC(=C1)C(C)(C)C)C1=C3B2C2SC4C(C=2N(C3=CC=C1)C1=CC=CC2=C1C1C=CC=CC=1S2)=CC=CC=4,-5.16037,-1.7398969,2.5718,2.9739
CC(C1C=CC2=C(C=1)B1C3SC4C(C=3N(C3C1=C(N2C1=CC=CC2=C1C=CC=C2)C=C(C=3)N(C1C=CC=CC=1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)=CC=CC=4N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.8629494,-1.4988039,2.365,2.8472
FC(C1C=CC(=CC=1)N1C2=CC3=C(C=C2B2C4=C1C=CC=C4N(C1=C2SC2=C1C=CC=C2)C1C=CC=C(C=1)C(C)(C)C)N=C(N3C1C=CC=C(C=1)C(C)(C)C)C1=CC=CC2=C1C=CC=C2)(F)F,-4.881997,-1.6237042,2.5282,2.8884
CC(C1C=CC=C(C=1)N1C(=NC2=C1C=C1N(C3=CC=NC=C3)C3C=C(C=C4C=3B(C1=C2)C1SC2C(C=1N4C1C=CC=C(C=1)C(C)(C)C)=CC=CC=2)N1C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=C2C(=C1)C=CC=C2)(C)C,-5.029755,-1.7774487,2.6615,2.8879
CC1C=CC2=C(C=1)B1C3SC4C(C=3N(C3=C1C(N2C1=CC=CC2=C1C1=CC=CC=C1S2)=CC(=C3)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)=CC=C(C=4)N(C1=CC=CC=C1)C1C=CC=CC=1,-4.8150573,-1.4528166,2.6904,2.9375
CC(C1C=CC=C(C=1)N1C2C=C(N(C3=CC=C(C=C3)C(C)(C)C)C3C=CC(=CC=3)C(C)(C)C)C3=C(C=2B2C4=C1C=CC=C4N(C1=C2C=CC(=C1)C(C)(C)C)C1=CC=CC(=C1)C(C)(C)C)OC1=C3C=CC=C1)(C)C,-4.9878497,-1.5009809,2.7665,2.9746
C1=CC=C2C(-N3C4=CC=CC5=C4B(C4=C3C(S2)=CC=C4)C2=CC=CC3=C2N5-C2C=CC=CC=2S3)=C1,-5.325815,-2.0522838,2.4719,2.7426
CC1=CC(=CC(=C1B1C2C=CC=C3C=2N(C2C1=CC=CC=2)C1=C(B3C2=C(C)C=C(C=C2C)N2C3C=CC=CC=3C3C2=CC=CC=3)C=CC=C1)C)N1C2C=CC=CC=2C2C1=CC=CC=2,-5.550037,-2.628077,2.312,2.5651
CC(C1C=CC(=CC=1)N1C2=CC(=CC=C2B2C3=C1C=CC=C3N(C1=C2C=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)N(C1=CC=C2C(=C1)C1=CC=CC=C1O2)C1C=CC(=CC=1)C(C)(C)C)(C)C,-4.818595,-1.3235625,2.8299,2.9869
CC(C1C=CC2=C(C=1)B1C3=C(N2C2C=CC=CC=2C2CCCC2)C=CC=C3N(C2C1=CC(=CC=2)C(C)(C)C)C1=CC=CC=C1C1CCCC1)(C)C,-4.9821353,-1.4166255,2.8365,3.0266
CC(C1=CC=CC(=C1)N1C2=CC(=CC=C2B2C3=C1C=CC=C3N(C1=C2SC2C1=CC=CC=2N(C1C=CC=CC=1)C1C=CC=CC=1)C1=CC=CC(=C1)C(C)(C)C)N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.807166,-1.446558,2.6559,2.9314
CC(C1C=CC=C(C=1)N1C2C3=CC(=CC=C3SC=2B2C3C1=CC=CC=3N(C1C2=CC=C(C=1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)N(C1=CC=CC=C1)C1=CC=CC=C1)(C)C,-4.7970977,-1.4598916,2.6512,2.9122
CC(C1C=CC2=C(C=1)B1C3=C4N2C2=CC=CC5=C2B(C4=C2C(=C3N(C3C1=CC(=CC=3)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)C1=CC=CC=C1O2)C1C2N5C3=CC=CC=C3B3C=2C(=C2C=1OC1=C2C=CC=C1)N(C1=C3C=C(C=C1)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)(C)C,-4.793016,-1.6250648,2.5969,2.675
CC1C=C(C)C(=C(C=1)C)B1C2=CC=CC3=C2N(C2=C1C=CC=C2)C1C(B3C2C(C)=CC(=CC=2C)N2C3C=CC=CC=3C3C2=CC=CC=3)=CC=CC=1,-5.504322,-2.4879384,2.3997,2.6546
CC(C1=CC=CC(=C1)N1C2=CC(=CC=C2B2C3=C1C=CC=C3N(C1=C2SC2C1=C(C=CC=2)N(C1=CC=CC=C1)C1C=CC=CC=1)C1C=CC2=C(C=1)C=CC=C2)N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.934243,-1.7426181,2.2585,2.7199
CC(C1C=CC=C(C=1)C1=NC2=C(N1C1=CC=CC(=C1)C(C)(C)C)C=C1C(=C2)B2C3C(N1C1=CC=C4C(=C1)OC1=C4C=CC=C1)=CC=CC=3N(C1=C2SC2=C1C=CC=C2)C1=CC=CC(=C1)C(C)(C)C)(C)C,-4.735056,-1.5480566,2.3121,2.7297
CC1=CC=C2C(=C1)B1C3SC4=C(C=3N(C3C1=C(N2C1=CC=CC(=C1)C(C)(C)C)C=C(C=3)N(C1=CC=CC=C1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)C(=CC=C4)N(C1=CC=CC=C1)C1C=CC=CC=1,-4.9230866,-1.6860183,2.2007,2.7608
FC1C=CC=CC=1N1C2=CC3=C(C=C2B2C4C1=CC=CC=4N(C1=C2SC2C1=CC=CC=2)C1C=CC=C(C=1)C(C)(C)C)N=C(N3C1C=CC=C(C=1)C(C)(C)C)C1=CC=CC2=C1C1C=CC=CC=1O2,-4.8351936,-1.6057447,2.5583,2.8485
CC1C=CC(=CC=1)N1C2C=C(C)C=CC=2B2C3C1=CC1C=COC=1C=3N(C1C2=CC=C(C=1)C)C1C=CC(=CC=1)C,-4.8417244,-1.310229,2.7438,3.0081
CC(C1=CC=CC(=C1)N1C(=NC2=C1C=C1N(C3=CC=CC4=C3B(C1=C2)C1SC2C(C=1N4C1C=CC=C(C=1)C(C)(C)C)=CC=CC=2)C1C=CC2=C3C=1C=CC1=C3C(C=C2)=CC=C1)C1=CC=C2C(=C1)C1=CC=CC=C1S2)(C)C,-4.751927,-2.0280657,1.8687,2.2412
CC(C1C=CC2=C(C=1)B1C3SC4=C(C=3N(C3C1=C(N2C1=CC=CC2=C1C1C=CC=CC=1O2)C=C(C=3)N(C1=CC=CC=C1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)C=C(C=C4)N(C1=CC=CC=C1)C1=CC=CC=C1)(C)C,-4.8999567,-1.5134981,2.6574,2.9414
CC1C=C(C=CC=1N(C1=CC=C(C=C1C)C1C=CC=CC=1)C1=CC=C2C(=C1)N(C1C=CC(=CC=1)C(C)(C)C)C1=C3B2C2C=C4C(=CC=2N(C3=CC=C1)C1=CC=C(C=C1)C(C)(C)C)OC1=C4C=CC=C1)C1C=CC=CC=1,-4.8705683,-1.4098226,2.822,2.9453
CC1=CC=C2C(=C1)B1C3SC4=C(C=3N(C3=C1C(N2C1=CC=CC2=C1C=CC=C2)=CC(=C3)N(C1C=CC=CC=1)C1C=CC=CC=1)C1C=CC=C(C=1)C(C)(C)C)C=C(C=C4)N(C1C=CC=CC=1)C1=CC=CC=C1,-4.840364,-1.5023414,2.344,2.8361
CC(C1C=CC=C(C=1)N1C(=NC2C1=CC1N(C3=CC=C4C(=C3)OC3=C4C=CC=C3)C3=CC=CC4=C3B(C=1C=2)C1SC2C(C=1N4C1C=CC=C(C=1)C(C)(C)C)=CC=CC=2)C1=CC=CC2=C1C=CC=C2)(C)C,-4.761723,-1.5676488,2.3764,2.7926
CC(C1C=CC2=C(C=1)B1C3=CC4N(C5=CC=C(C=C5)C(C)(C)C)C5=C(C=4C=C3N(C3=C1C(N2C1=CC=C(C2=C1OC1C2=CC=CC=1)N(C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)=CC=C3)C1=CC=C(C=C1)C(C)(C)C)C=CC=C5)(C)C,-4.6653943,-1.4245168,2.5799,2.7504
CCC(C1C=CC2=C(C=1)B1C3=C(N2C2=CC=C(C=C2)C(CC)(C)C)C=CC=C3N(C2C1=CC(=CC=2)C(CC)(C)C)C1=CC=C(C=C1)C(CC)(C)C)(C)C,-4.891249,-1.3107731,2.8447,3.0409
CC1=CC=C2C(=C1)B1C3=C(N2C2=CC=C4C(=C2)C2=CC=CC=C2O4)C=C(C=C3N(C2=C1SC1=C2C(=CC=C1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)N(C1=CC=CC=C1)C1C=CC=CC=1,-5.0063534,-1.7915986,2.2731,2.7272
CC(C1C=CC=C(C=1)N1C(=NC2C1=CC1N(C3=CC=NC=C3)C3C=C(C=C4C=3B(C=1C=2)C1SC2C(C=1N4C1C=CC=C(C=1)C(C)(C)C)=CC=CC=2)N1C2C=CC=CC=2C2C1=CC=CC=2)C1C=CC2=C(C=1)OC1C2=CC=CC=1)(C)C,-5.015333,-1.8150004,2.583,2.8515
CC(C1=CC=C(C=C1)N1C2C=CC=C3C=2B(C2C1=C1OC4C(C1=C(C=2)N(C1C=CC(=CC=1)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)=CC=CC=4)C1=CC(N(C2=CC=C(C=C2)C(C)(C)C)C2C=CC(=CC=2)C(C)(C)C)=C2C(=C1N3C1=CC=C(C=C1)C(C)(C)C)OC1=C2C=CC=C1)(C)C,-4.821044,-1.6642492,2.4354,2.6832
CC(C1C=CC2=C(C=1)B1C3SC4C(C=3N(C3C1=C(N2C1=CC=CC2=C1OC1=C2C=CC=C1)C=C(C=3)N(C1=CC=CC=C1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)=CC=C(C=4)N(C1C=CC=CC=1)C1C=CC=CC=1)(C)C,-4.7821317,-1.4220678,2.4533,2.933
FC1=CC=CC(=C1C1N=CC2=C(C=1)N(C1=CC=C3C(=C1)C1C=CC=CC=1S3)C1=C3B2C2SC4=C(C=2N(C3=CC(=C1)N1C2C=CC=CC=2C2C1=CC=CC=2)C1=CC=NC=C1)C=CC=C4)F,-5.4333,-1.9363632,2.7234,3.0696
CC(C1C=CC(=CC=1)N(C1C=CC2=C(C=1)B1C3C(N2C2C=CC(=CC=2)C(C)(C)C)=CC=CC=3N(C2C1=C1OC3C(C1=CC=2)=CC=CC=3)C1C=CC(=CC=1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)(C)C,-4.621584,-1.4043803,2.4453,2.7206
CC(C1=CC=C(C=C1)N1C2C=C(C=CC=2B2C3C1=CC=CC=3N(C1C2=CN=C(C=1)N(C1=CC=C(C=C1)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)N(C1C=CC(=CC=1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)(C)C,-4.886351,-1.3300933,3.0379,3.0379
CC(C1=CC=CC(=C1)N1C2=CC3N(C4C=CC5=C(C=4)OC4C5=CC=CC=4)C4C=CC=C5C=4B(C=3C=C2N=C1C1C=CC=C2C=1C1=CC=CC=C1O2)C1SC2=C(C=1N5C1C=CC=C(C=1)C(C)(C)C)C=CC=C2)(C)C,-4.80254,-1.6019351,2.3935,2.8039
CC(C1C=CC=C(C=1)N1C2C=C3N(C4C=CN=CC=4)C4=CC(=CC5=C4B(C3=CC=2N=C1C1=CC=CC2=C1C1C=CC=CC=1S2)C1SC2C(C=1N5C1C=CC=C(C=1)C(C)(C)C)=CC=CC=2)N1C2C=CC=CC=2C2C1=CC=CC=2)(C)C,-5.070844,-1.6694194,2.673,2.9912
CC(C1C=CC2=C(C=1)C1C=C(C=CC=1N2C1C2C3C=CC=C4C=3N(B3C=2C2=C5C=1C1=CC=CC6=C1N(B5C1=C5N2C2=C3C=C(C=C2C5=CC(=C1)C(C)(C)C)C(C)(C)C)C1=C6C=CC=C1)C1=C4C=CC=C1)C(C)(C)C)(C)C,-5.370714,-2.2003138,2.3985,2.6569
CC(C1C=CC=C(C=1)N1C2C=C(C=CC=2B2C3=C1C=CC=C3N(C1=C2SC2C1=CC=C(C=2)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C2C(=C1)C1C=CC=CC=1S2)N(C1C=CC=CC=1)C1=CC=CC=C1)(C)C,-4.751927,-1.5709141,2.2523,2.7819
CC1C=CC=CC=1C1=CC=CC(=C1)OC1=CC2OC3=CC(=CC=C3B3C=2C(=C1)OC1C3=CC=C(C=1)C1C=CC=CC=1C)C1C=CC=CC=1C,-5.9693646,-2.0065687,3.039,3.4041
CC(C1=CC=CC(=C1)N1C(=NC2C1=CC1N(C3=CC=NC=C3)C3C=C(C=C4C=3B(C=1C=2)C1SC2C(C=1N4C1=CC=CC(=C1)C(C)(C)C)=CC=CC=2)N1C2C=CC=CC=2C2C1=CC=CC=2)C1C=CC(=CC=1)C(C)(C)C)(C)C,-4.986489,-1.6449292,2.7238,2.9403
CC(C1=CC=CC(=C1)N1C2C3C=CC(=CC=3SC=2B2C3=C1C=C(C=C3N(C1C2=CC(=CC=1)C(C)(C)C)C1C=CC=C(C=1)C(C)(C)C)N(C1C=CC=CC=1)C1C=CC=CC=1)N(C1C=CC=CC=1)C1=CC=CC=C1)(C)C,-4.76907,-1.4106389,2.6827,2.934
CC(C1C=CC2=C(C=1)B1C3C(N2C2=CC=C4C(=C2)C2C=CC=CC=2S4)=CC(=CC=3N(C2=C1SC1C2=CC(=CC=1)N(C1C=CC=CC=1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)N(C1=CC=CC=C1)C1=CC=CC=C1)(C)C,-4.857235,-1.4996202,2.4356,2.9242
CC(C1=CC2C3C(=C4C5=C6C=3B(N3C=2C(=C1)C1=CC(=CC=C31)C(C)(C)C)C1C=CC=CC=1N6C1C(B5N2C3=C4C=C(C=C3C3C2=CC=C(C=3)C(C)(C)C)C(C)(C)C)=CC=CC=1)N1C2=CC=CC=C2C2C1=CC=CC=2)(C)C,-5.378333,-2.1782725,2.4954,2.7104
CC(C1=CC=C2C(=C1)B1C3SC4C(C=3N(C3C1=C(N2C1C=CC2=C(C=1)OC1=C2C=CC=C1)C=C(C=3)N(C1=CC=CC=C1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)=CC=CC=4N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.8556023,-1.4607079,2.5117,2.9552
C1=CC=C(C=C1)N(C1=COC2C1=CC=CC=2)C1C=CC2=C(C=1)N1C3=CC=CC=C3C3C1=C1B2C2=CC=C(C=C2N2C1=C(C=3)C1=C2C=CC=C1)N(C1=COC2=C1C=CC=C2)C1C=CC=CC=1,-5.320373,-1.8656136,2.1421,2.9993
CC(C1C=CC(=CC=1)N1C2C=C(N(C3=CC=C(C=C3)C(C)(C)C)C3=CC=C(C=C3)C(C)(C)C)C3=C(C=2B2C4=C1C=CC=C4N(C1=C2C=C(C=C1)C(C)(C)C)C1C=CC=C(C=1)F)OC1=C3C=CC=C1)(C)C,-4.933971,-1.4280542,2.791,2.9803
CC1(C)C2C=CC=CC=2N(C2=C1C=CC=C2)C1=CC=C2C(=C1)OC1C3B2C2=CC=C(C=C2OC=3C=CC=1)N1C2C=CC=CC=2C(C2=C1C=CC=C2)(C)C,-5.2678547,-2.361133,2.2412,2.4185
CC(C1=CC=CC(=C1)N1C2C3=CC=CC(=C3SC=2B2C3C1=CC=CC=3N(C1=C2C=CC(=C1)N(C1C=CC=CC=1)C1C=CC=CC=1)C1=CC=CC2=C1OC1=C2C=CC=C1)N(C1C=CC=CC=1)C1=CC=CC=C1)(C)C,-4.804989,-1.4457417,2.4789,2.9306
CC(C1C=CC(=CC=1)N1C2=CC(=CC=C2B2C3=C1C=CC=C3N(C1=C2C=C(C=C1)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)N(C1=CC=CC2=C1OC1=C2C=CC=C1)C1C=CC(=CC=1)C(C)(C)C)(C)C,-4.8273025,-1.2930857,2.875,3.0094
CC(C1C=CC(=CC=1)N1C2=CC(N(C3C=CC(=CC=3)C(C)(C)C)C3=CC=C(C=C3)C(C)(C)C)=C3C(=C2B2C4C1=CC=CC=4N(C1C2=CC(N(C2=CC=C(C=C2)C(C)(C)C)C2C=CC(=CC=2)C(C)(C)C)=C2C=1OC1=C2C=CC=C1)C1=CC=C(C=C1)C(C)(C)C)OC1C3=CC=CC=1)(C)C,-4.740226,-1.5292807,2.4493,2.7224
C1C=CC(=CC=1)C1=CC=C2C(=C1)OC1C3B2C2=CC=C(C=C2OC=3C=CC=1)C1=CC=CC=C1,-5.938888,-2.1453469,2.8718,3.2611
CC(C1=CC=CC(=C1)N1C2=CC3N(C4C=CC=C5C=4B(C=3C=C2N=C1C1=CC=CC2=C1C1C=CC=CC=1O2)C1SC2C(C=1N5C1C=CC=C(C=1)C(C)(C)C)=CC=CC=2)C1=CC=C2C3=C1C=CC1C3=C(C=C2)C=CC=1)(C)C,-4.800907,-2.0258887,1.9274,2.2877
CC1=CC=C2C(=C1)B1C3SC4=C(C=3N(C3=C1C(N2C1=CC=CC(=C1)C(C)(C)C)=CC(=C3)N(C1=CC=CC=C1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)C=C(C=C4)N(C1=CC=CC=C1)C1C=CC=CC=1,-4.8849907,-1.5213894,2.6361,2.9321
CC1=CC=C2C(=C1)B1C3SC4=C(C=3N(C3C1=C(N2C1C=CC(=CC=1)C(C)(C)C)C=C(C=3)N(C1C=CC=CC=1)C1C=CC=CC=1)C1C=CC=C(C=1)C(C)(C)C)C=CC(=C4)N(C1C=CC=CC=1)C1C=CC=CC=1,-4.726076,-1.3638353,2.6567,2.9409
CC(C1C=CC2=C(C=1)B1C3=C(N2C2=CC=C4C(=C2)C2C=CC=CC=2S4)C=C(C=C3N(C2=C1SC1C2=CC=C(C=1)N(C1C=CC=CC=1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)N(C1C=CC=CC=1)C1C=CC=CC=1)(C)C,-4.7821317,-1.4517282,2.3726,2.9117
CC(C1=CC=CC(=C1)N1C2=CC=CC3=C2B(C2=C1C1=CC=CC(=C1S2)N(C1C=CC=CC=1)C1=CC=CC=C1)C1=C(N3C2=CC=C3C(=C2)C=CC=C3)C=C(C=C1)N(C1C=CC=CC=1)C1=CC=CC=C1)(C)C,-4.806894,-1.5173076,2.3868,2.8338
CC(C1=CC=CC(=C1)N1C2=CC3=C(C=C2B2C4C1=CC=CC=4N(C1=C2SC2C1=CC=CC=2)C1C=CC=C(C=1)C(C)(C)C)N=C(N3C1=CC=CC(=C1)C(C)(C)C)C1=CC=CC2=C1C1C=CC=CC=1O2)(C)C,-4.76526,-1.5915948,2.5013,2.8024
